Unnamed: 0,LATITUDE_A,LONGITUDE_A,ELEVATION_A,PRCP_A,SNWD_A,TMAX_A,TMIN_A,TAVG_A,LATITUDE_B,LONGITUDE_B,ELEVATION_B,PRCP_B,SNWD_B,TMAX_B,TMIN_B,TAVG_B,LATITUDE_C,LONGITUDE_C,ELEVATION_C,PRCP_C,SNWD_C,TMAX_C,TMIN_C,TAVG_C,LATITUDE,LONGITUDE,TAVG,DAY_OF_WEEK,MONTH,DAY_OF_YEAR,YEAR,IS_WEEKEND,DAY_SIN,DAY_COS,MONTH_SIN,MONTH_COS,DISTANCE_AB,DISTANCE_AC,DISTANCE_BC,ELEV_DIFF_AB,ELEV_DIFF_AC,ELEV_DIFF_BC,TEMP_DIFF_A,TEMP_DIFF_B,TEMP_DIFF_C,AVG_TEMP_A,AVG_TEMP_B,AVG_TEMP_C,CUMULATIVE_PRCP,CUMULATIVE_SNWD,TEMP_RANGE,TEMP_ANOMALY_A,TEMP_ANOMALY_B,TEMP_ANOMALY_C,LAT_LONG_INTERACT_A,LAT_LONG_INTERACT_B,LAT_LONG_INTERACT_C,ELEV_TEMP_INTERACT_A,ELEV_TEMP_INTERACT_B,ELEV_TEMP_INTERACT_C,PRCP_INTERACT_AB,PRCP_INTERACT_AC,PRCP_INTERACT_BC,MEAN_TEMP,VAR_TEMP,MEDIAN_TEMP,MEAN_PRCP,VAR_PRCP,MEDIAN_PRCP,TAVG_A_LAG1,TAVG_B_LAG1,TAVG_C_LAG1,PRCP_A_LAG1,PRCP_B_LAG1,PRCP_C_LAG1,ROLLING_MEAN_TEMP_A,ROLLING_MEAN_TEMP_B,ROLLING_MEAN_TEMP_C,ROLLING_MEAN_PRCP_A,ROLLING_MEAN_PRCP_B,ROLLING_MEAN_PRCP_C,LOCATION_CLUSTER,DATE
10.0,63.88,77.52,128.0,0.0,0.0,12.1,9.558133760951705,5.76,62.95,79.82,66.0,0.0,0.0,16.26,5.6,10.78,63.08,78.93,64.0,0.0,2.99,53.02,18.53186040180381,9.36,63.933,78.733,10.5,2.0,10.0,298.0,1978.0,0.0,-0.9155458729775467,0.40221356823680365,-0.8660254037844386,0.5000000000000001,154.72890901204994,113.53105152087696,47.346955736058646,62.0,64.0,2.0,3.975692274194879,10.660000000000002,31.500608286283473,12.1,10.93,53.02,0.0,2.99,47.42,-2.8829716224731285,-4.0529716224731285,38.03702837752687,4951.9776,5024.669,4978.9044,737.28,711.4799999999999,599.04,0.0,0.0,0.0,8.633333333333333,6.696133333333332,9.36,0.0,0.0,0.0,-2.16,35.31,-1.92,-0.13366721174617346,0.0,0.0,3.6,18.296666666666667,9.266546897258072,2.7234499286475127,0.0,1.0173214099461287,0.0,1978-10-25
11.0,63.88,77.52,128.0,0.0,0.0,-7.8947456883586,-13.76,-11.04,62.95,79.82,66.0,0.0,0.0,-0.43,-8.16,-5.61,63.08,78.93,64.0,0.0,0.0,14.30074533339831,1.8954442713314554,-6.0,63.933,78.733,-8.7,5.0,3.0,75.0,1980.0,1.0,0.9608854255574977,0.27694620226893646,1.0,6.123233995736766e-17,154.72890901204994,113.53105152087696,47.346955736058646,62.0,64.0,2.0,6.249688096567329,7.73,12.285330557722057,-13.76,-4.295,14.12769080780707,0.0,0.0,13.33,-28.742971622473128,-19.277971622473128,-0.5915308147551133,4951.9776,5024.669,4978.9044,-1413.12,-370.26000000000005,-384.0,0.0,0.0,0.0,-7.55,9.173099999999996,-6.0,0.0,0.0,0.0,5.76,10.78,9.36,0.0,0.0,0.0,-2.4799999999999995,13.493333333333334,0.4799999999999998,1.6276605310734613,0.0,0.0,0.0,1980-03-15
12.0,63.88,77.52,128.0,2.8259033685619657,0.0,22.06801584591877,12.70780161127709,26.4,62.95,79.82,66.0,0.0,0.0,29.42,9.04,48.29,63.08,78.93,64.0,-0.13688197142843617,0.0,30.8,16.040875192540586,24.0,63.933,78.733,20.3,4.0,9.0,245.0,1977.0,0.0,-0.8786374941610001,-0.4774894280028391,-1.0,-1.8369701987210297e-16,154.72890901204994,113.53105152087696,47.346955736058646,62.0,64.0,2.0,11.970988693199297,20.380000000000003,15.45201182539825,14.424121300241858,19.23,30.8,0.0,0.0,21.76,-0.596725322081684,4.247028377526872,15.817028377526873,4951.9776,5024.669,4978.9044,3379.2,3187.14,1536.0,11.043295077880062,26.255100737224634,-26.01566582800555,32.89666666666667,179.1560333333333,26.4,0.0,76.36162598056322,0.0,-11.04,-5.61,-6.0,0.0,0.0,0.0,7.04,17.82,9.12,2.083311576609405,0.0,1.1913697214459777,0.0,1977-09-02
13.0,63.88,77.52,128.0,2.231227979472245,0.0,32.21180726465717,21.5,31.2,62.95,79.82,66.0,0.0,0.0,37.45,16.88,73.37,63.08,78.93,64.0,0.0,0.0,39.6,22.62511169694278,47.04612320927387,63.933,78.733,28.0,3.0,7.0,213.0,1980.0,0.0,-0.4990686026885319,-0.8665624788845385,-0.4999999999999997,-0.8660254037844388,154.72890901204994,113.53105152087696,47.346955736058646,62.0,64.0,2.0,12.529035867568819,20.570000000000004,13.659291523091486,21.5,27.165,39.6,0.0,0.0,22.720000000000002,6.517028377526872,12.182028377526871,24.61702837752687,4951.9776,5024.669,4978.9044,3993.6,4842.42,2813.287892576299,27.86324208249674,30.28310299171123,0.0,52.285000000000004,889.1544500000002,52.285000000000004,0.0,0.0,0.0,26.4,48.29,24.0,20.74117055830289,0.0,8.699567153376837,15.520000000000001,38.68333333333334,27.164598627783185,7.099942120933392,0.0,2.8248117469078466,0.0,1980-07-31
14.0,63.88,77.52,128.0,64.67436724150097,0.0,22.0,13.914660636131297,17.28,62.95,79.82,66.0,33.0,0.0,61.42,4.4,15.07,63.08,78.93,64.0,31.739664276970686,0.0,25.3,7.6,17.64,63.933,78.733,12.2,5.0,4.0,113.0,1977.0,1.0,0.9312100364121947,-0.3644830148102912,0.8660254037844387,-0.4999999999999998,154.72890901204994,113.53105152087696,47.346955736058646,62.0,64.0,2.0,12.751003380571435,57.02,17.700000000000003,22.0,32.910000000000004,16.45,33.0,0.0,57.02,7.017028377526872,17.927028377526874,1.467028377526871,4951.9776,5024.669,4978.9044,2211.84,994.62,1128.96,1924.172848980449,2172.7693519220848,1802.8598575452754,16.663333333333334,1.9364333333333343,17.28,33.0,1270.9892915104695,33.0,31.2,73.37,29.220126801243342,7.462590148818162,0.0,0.0,24.959999999999997,45.576666666666675,23.44978821212947,16.164437771848252,11.0,11.483670484989052,0.0,1977-04-23
15.0,63.88,77.52,128.0,0.0,0.0,0.0,0.19775021504928747,-2.16,62.95,79.82,66.0,0.0,0.0,1.18,-1.2,32.12,63.08,78.93,64.0,0.0,0.0,1.1,-0.16497288197611565,37.8,63.933,78.733,-1.7,3.0,1.0,3.0,1980.0,0.0,0.051584366869408364,0.9986686402879997,0.49999999999999994,0.8660254037844387,154.72890901204994,113.53105152087696,47.346955736058646,62.0,64.0,2.0,2.517396827090524,2.38,3.4044600741060203,0.0,-0.010000000000000009,1.1,0.0,0.0,2.38,-14.982971622473128,-14.992971622473128,-13.882971622473129,4951.9776,5024.669,4978.9044,-276.48,2119.9199999999996,2419.2,0.0,0.0,0.0,22.586666666666662,467.3637333333333,32.12,0.0,0.0,0.0,17.28,15.07,17.64,80.53758729831422,33.0,29.85375109553964,15.44,40.186666666666675,22.163385329815707,7.786681023434471,11.0,19.655339201358718,0.0,1980-01-03
16.0,63.88,77.52,128.0,0.0,0.0,15.4,10.927611759360392,8.64,62.95,79.82,66.0,0.0,2.87,21.4,1.92,11.55,63.08,78.93,64.0,0.0,0.0,26.4,4.75,57.12,63.933,78.733,2.3,5.0,3.0,84.0,1978.0,1.0,0.992098522791769,0.12546123335273648,1.0,6.123233995736766e-17,154.72890901204994,113.53105152087696,47.346955736058646,62.0,64.0,2.0,5.644255604896578,19.479999999999997,21.65,15.4,11.66,15.575,0.0,2.87,24.479999999999997,0.41702837752687216,-3.322971622473128,0.5920283775268711,4951.9776,5024.669,4978.9044,1105.92,762.3000000000001,3655.68,0.0,0.0,0.0,25.77,739.2339,11.55,0.0,0.0,0.0,-2.16,32.12,37.8,0.0,0.0,0.0,7.920000000000001,19.580000000000002,37.52,-1.2431484741953072,11.0,2.3104515738738076,0.0,1978-03-25
17.0,63.88,77.52,128.0,0.0,0.0,33.0,12.9,24.36,62.95,79.82,66.0,0.0,0.0,38.31,13.52,27.83,63.08,78.93,64.0,0.0,0.0,38.5,15.2,27.0,63.933,78.733,21.6,6.0,9.0,267.0,1978.0,1.0,-0.9928872135356962,-0.11905873003404988,-1.0,-1.8369701987210297e-16,154.72890901204994,113.53105152087696,47.346955736058646,62.0,64.0,2.0,20.1,24.790000000000003,23.3,22.95,25.915,26.85,0.0,0.0,25.6,7.967028377526871,10.932028377526871,11.867028377526873,4951.9776,5024.669,4978.9044,3118.08,1836.78,1728.0,0.0,0.0,0.0,26.396666666666665,3.283233333333332,27.0,0.0,0.0,0.0,8.64,11.55,57.12,0.0,0.0,0.0,10.28,23.83333333333334,40.63999999999999,0.0,0.0,0.0,0.0,1978-09-24
18.0,63.88,77.52,128.0,0.6813218164721906,0.0,40.7,37.5351723646708,33.6,62.95,79.82,66.0,0.0,0.0,38.09,13.68,29.7,63.08,78.93,64.0,0.0,0.0,39.6,16.15,28.8,63.933,78.733,28.8,5.0,6.0,181.0,1979.0,1.0,0.02795029824021032,-0.999609314096404,1.2246467991473532e-16,-1.0,154.72890901204994,113.53105152087696,47.346955736058646,62.0,64.0,2.0,-1.0221340245255295,24.410000000000004,23.450000000000003,40.7,25.885,27.875,0.0,0.0,27.020000000000003,25.717028377526873,10.902028377526873,12.892028377526872,4951.9776,5024.669,4978.9044,4300.8,1960.2,1843.2,38.026588951586646,28.158160547761824,0.0,30.7,6.510000000000003,29.7,0.0,0.0,0.0,24.36,27.83,27.0,0.0,0.0,0.0,22.2,23.02666666666667,37.64,1.1744238210548348,0.0,0.0,0.0,1979-06-30
19.0,63.88,77.52,128.0,0.681455384240414,0.0,20.9,4.3,10.8,62.95,79.82,66.0,0.0,0.0,23.33,4.96,15.29,63.08,78.93,64.0,0.0,0.0,30.8,10.689945699745678,14.76,63.933,78.733,5.0,2.0,4.0,95.0,1978.0,0.0,0.9979887423155984,-0.06339140486951038,0.8660254037844387,-0.4999999999999998,154.72890901204994,113.53105152087696,47.346955736058646,62.0,64.0,2.0,16.599999999999998,18.369999999999997,18.667279186877067,12.6,14.145,30.8,0.0,0.0,26.5,-2.3829716224731285,-0.8379716224731286,15.817028377526873,4951.9776,5024.669,4978.9044,1382.4,1009.14,944.64,19.50169219559676,24.410750643263995,0.0,13.616666666666667,6.02043333333333,14.76,0.0,0.0,0.0,33.6,29.7,28.8,2.11831171797982,0.0,0.0,22.92,24.27333333333334,23.52,1.1501542549746806,0.0,0.0,0.0,1978-04-05
20.0,63.88,77.52,128.0,0.0,0.0,16.205217343885565,11.859599301424444,12.36,62.95,79.82,66.0,0.0,0.0,23.75,3.28,13.75,63.08,78.93,64.0,0.0,0.0,24.2,2.85,16.32,63.933,78.733,8.3,3.0,4.0,102.0,1979.0,0.0,0.9831469737221499,-0.1828169249850199,0.8660254037844387,-0.4999999999999998,154.72890901204994,113.53105152087696,47.346955736058646,62.0,64.0,2.0,5.362561909782739,20.47,21.349999999999998,14.407371301285774,13.515,13.525,0.0,0.0,21.349999999999998,-0.511725321608071,-1.4679716224731276,-1.4579716224731278,4951.9776,5024.669,4978.9044,1582.08,907.5,1044.48,0.0,0.0,0.0,14.143333333333333,4.036433333333335,13.75,0.0,0.0,0.0,10.8,15.29,14.76,-0.5812612746329169,0.0,0.0,18.92,19.580000000000005,19.96,0.6413145319908558,0.0,0.0,0.0,1979-04-12
21.0,63.88,77.52,128.0,0.681127376449023,0.0,5.5,-3.44,3.6,62.95,79.82,66.0,0.0,0.0,17.12,-0.8,8.58,63.08,78.93,64.0,0.0,0.0,17.861577742194264,7.920269176423155,3.8561233831034354,63.933,78.733,-0.5,2.0,3.0,91.0,1976.0,0.0,0.9999855506507186,0.005375731557583884,1.0,6.123233995736766e-17,154.72890901204994,113.53105152087696,47.346955736058646,62.0,64.0,2.0,8.94,17.92,14.634594873722332,1.03,8.16,16.309565819447833,0.0,0.0,20.560000000000002,-13.952971622473129,-6.822971622473128,1.2953441972698498,4951.9776,5024.669,4978.9044,460.8,566.28,274.5358925762989,15.634720710802613,23.262656991091106,0.0,6.09,12.4002,6.09,0.0,0.0,0.0,12.36,13.75,16.32,0.0,0.0,0.0,8.92,12.540000000000004,8.95373859586108,1.5951338651249396,0.0,0.0,0.0,1976-03-31
22.0,63.88,77.52,128.0,5.581381630370334,0.0,2.2,0.6693512270290382,-0.48,62.95,79.82,66.0,0.0,0.0,8.56,-0.4,-35.87587511513706,63.08,78.93,64.0,0.0,0.0,4.4,-0.10074803015629519,0.96,63.933,78.733,0.0,6.0,12.0,362.0,1975.0,1.0,-0.05587875690537313,0.9984375616565666,-2.4492935982947064e-16,1.0,154.72890901204994,113.53105152087696,47.346955736058646,62.0,64.0,2.0,4.178818591022629,8.96,8.2986586156384,2.2,4.08,4.4,0.0,0.0,8.96,-12.782971622473127,-10.902971622473128,-10.582971622473128,4951.9776,5024.669,4978.9044,-61.44,-2313.4097604810954,61.44,16.805506581326952,46.368641745384465,0.0,0.24,1.0368,0.24,0.0,0.0,0.0,3.6,8.58,6.907229194190338,-4.191427666130162,0.0,0.0,5.16,55.97039341221687,8.800023440740727,5.61174884597493,0.0,0.0,0.0,1975-12-28
23.0,63.88,77.52,128.0,0.0,0.0,19.8,16.316240564818628,11.76,62.95,79.82,66.0,0.0,0.0,22.04,6.8,37.39092027858665,63.08,78.93,64.0,0.0,2.89,23.1,6.65,18.0,63.933,78.733,13.5,3.0,9.0,271.0,1978.0,0.0,-0.9987235240803972,-0.050510617185222886,-1.0,-1.8369701987210297e-16,154.72890901204994,113.53105152087696,47.346955736058646,62.0,64.0,2.0,4.3289144840941685,15.239999999999998,16.450000000000003,19.8,14.42,14.875,0.0,2.89,16.450000000000003,4.8170283775268725,-0.5629716224731283,-0.10797162247312819,4951.9776,5024.669,4978.9044,1505.28,2369.6192395189046,1152.0,0.0,0.0,0.0,14.879999999999999,19.4688,14.879999999999999,0.0,0.0,0.0,-0.48,6.839915919220732,0.96,-2.9179143041153797,0.0,0.0,4.96,-5.421820558835414,9.313701366512397,1.8731570169366312,0.0,0.0,0.0,1978-09-28
24.0,63.88,77.52,128.0,0.6813616883201882,0.0,14.956442122439409,12.13895573946108,1.2,62.95,79.82,66.0,0.0,0.0,10.06,-5.44,27.17,63.08,78.93,64.0,0.0,0.0,53.68,15.77,2.16,63.933,78.733,1.2,0.0,11.0,327.0,1976.0,0.0,-0.6115298757991053,0.7912213413483807,-0.5000000000000004,0.8660254037844384,154.72890901204994,113.53105152087696,47.346955736058646,62.0,64.0,2.0,5.071842467326343,15.5,37.91,14.940121300254729,2.31,34.725,0.0,0.0,59.12,0.22727467802195112,-12.672971622473128,19.74202837752687,4951.9776,5024.669,4978.9044,153.6,1793.22,138.24,21.38507911359285,12.731510635800857,0.0,10.176666666666668,216.81043333333332,2.16,0.0,0.0,0.0,11.76,21.10520027992475,18.0,0.0,0.0,0.0,4.159999999999999,15.629225860842597,7.04,4.3430800640411835,0.0,0.0,0.0,1976-11-22
25.0,63.88,77.52,128.0,0.6813959013240259,0.0,-5.440137220812033,-9.46,-8.04,62.95,79.82,66.0,0.0,0.0,0.43,-8.16,-6.6,63.08,78.93,64.0,0.0,0.0,1.1,-7.6,-7.8,63.933,78.733,-5.5,3.0,12.0,351.0,1976.0,0.0,-0.2426868445825954,0.9701046827361175,-2.4492935982947064e-16,1.0,154.72890901204994,113.53105152087696,47.346955736058646,62.0,64.0,2.0,7.003053580120021,8.59,8.7,-9.46,-3.865,-3.25,0.0,0.0,10.56,-24.44297162247313,-18.84797162247313,-18.23297162247313,4951.9776,5024.669,4978.9044,-1029.12,-435.59999999999997,-499.2,9.25071122035405,27.833717795847846,0.0,-7.4799999999999995,0.5951999999999998,-7.8,0.0,0.0,0.0,1.2,27.17,2.16,-1.454684977039138,0.0,0.0,1.6399999999999995,12.957227089642222,4.12,7.106164602008819,0.0,0.0,0.0,1976-12-16
